,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,1,Precious Achiuwa,C-PF,24,TOT,46,938,14.3,.535,.228,.188,12.3,19.9,16.1,9.0,1.5,3.2,12.5,16.8,0.6,1.2,1.8,.091,-1.8,0.2,-1.6,0.1
1,1,Precious Achiuwa,C,24,TOR,25,437,15.0,.512,.276,.247,12.4,22.2,17.2,14.3,1.8,2.4,13.3,21.4,0.0,0.5,0.5,.054,-1.5,-0.1,-1.6,0.0
2,1,Precious Achiuwa,PF,24,NYK,21,501,13.7,.566,.164,.109,12.2,17.9,15.1,4.3,1.3,3.9,11.2,12.9,0.5,0.7,1.3,.123,-2.1,0.5,-1.6,0.0
3,2,Bam Adebayo,C,26,MIA,43,1484,19.5,.566,.017,.428,7.1,27.9,17.3,19.4,1.5,2.8,11.9,26.0,1.4,2.5,3.9,.126,0.4,1.4,1.8,1.4
4,3,Ochai Agbaji,SG,23,TOT,52,1022,7.8,.526,.570,.089,3.8,9.8,6.9,5.9,1.3,2.5,11.5,12.3,0.0,0.6,0.5,.026,-2.9,-0.4,-3.2,-0.3
5,3,Ochai Agbaji,SG,23,UTA,51,1003,8.0,.531,.570,.080,3.9,9.8,6.9,6.0,1.3,2.5,11.7,12.1,0.1,0.6,0.6,.030,-2.7,-0.3,-3.0,-0.2
6,3,Ochai Agbaji,SG,23,TOR,1,19,-1.4,.388,.556,.333,0.0,11.9,5.8,0.0,0.0,0.0,8.8,25.6,-0.1,0.0,-0.1,-0.187,-12.2,-5.0,-17.2,-0.1
7,4,Santi Aldama,PF,23,MEM,41,1008,13.0,.535,.522,.151,5.0,21.0,12.7,12.5,1.3,2.5,10.1,19.4,0.0,1.3,1.3,.060,-0.8,0.3,-0.5,0.4
8,5,Nickeil Alexander-Walker,SG,25,MIN,52,1197,9.6,.553,.662,.123,2.2,7.0,4.7,14.7,1.8,1.9,13.1,13.5,0.5,1.9,2.4,.097,-2.0,1.8,-0.1,0.6
9,6,Grayson Allen,SG,28,PHO,47,1546,13.5,.693,.620,.218,2.4,11.1,7.0,12.5,1.3,1.7,12.7,13.9,2.8,1.3,4.1,.128,0.9,-0.1,0.9,1.1
10,7,Jarrett Allen,C,25,CLE,46,1401,22.1,.673,.009,.374,13.2,25.0,19.3,13.4,1.3,3.4,13.4,18.9,3.9,2.8,6.6,.228,1.9,1.7,3.6,2.0
11,8,Jose Alvarado,PG,25,NOP,35,579,13.2,.540,.583,.170,2.7,11.5,7.1,14.8,3.1,1.9,9.8,18.2,0.3,0.9,1.2,.096,-1.3,1.8,0.4,0.4
12,9,Kyle Anderson,PF,30,MIN,52,1137,12.2,.522,.117,.355,4.4,13.2,9.1,24.4,1.8,2.2,17.7,14.4,0.7,2.0,2.7,.115,-1.6,2.6,1.0,0.9
13,10,Giannis Antetokounmpo,PF,29,MIL,51,1787,29.2,.646,.096,.590,8.2,26.4,17.6,30.5,1.9,2.5,12.9,33.1,6.1,2.5,8.6,.232,6.1,2.1,8.2,4.6
14,11,Thanasis Antetokounmpo,PF,31,MIL,21,94,4.8,.526,.053,.000,6.0,4.5,5.2,13.1,1.0,3.5,32.1,12.6,-0.1,0.1,0.0,-0.020,-7.2,-0.6,-7.9,-0.1
15,12,Cole Anthony,PG,23,ORL,52,1203,14.3,.551,.350,.352,4.4,16.1,10.2,20.3,1.7,1.6,14.2,23.7,0.5,1.7,2.3,.090,-1.0,0.6,-0.5,0.5
16,13,OG Anunoby,SF,26,TOT,41,1400,13.5,.609,.475,.176,3.1,10.6,6.8,9.4,1.9,1.8,10.7,17.6,1.3,1.3,2.5,.087,-0.6,0.5,-0.1,0.7
17,13,OG Anunoby,SF,26,TOR,27,900,12.6,.598,.508,.143,2.9,10.3,6.5,11.3,1.5,1.3,11.2,18.3,0.5,0.5,1.1,.058,-1.0,-0.6,-1.5,0.1
18,13,OG Anunoby,SF,26,NYK,14,500,15.1,.630,.408,.242,3.3,11.1,7.2,5.9,2.5,2.8,9.9,16.4,0.7,0.7,1.5,.140,0.0,2.4,2.4,0.6
19,14,Ryan Arcidiacono,PG,29,NYK,20,45,-1.9,.000,1.000,.000,0.0,19.7,9.9,10.2,2.2,0.0,25.0,7.6,-0.1,0.1,-0.1,-0.086,-11.8,2.0,-9.8,-0.1
20,15,Deni Avdija,SF,23,WAS,52,1447,14.8,.606,.287,.324,3.6,21.1,12.3,18.9,1.4,1.2,15.4,19.1,1.2,1.0,2.2,.072,-0.8,0.0,-0.8,0.4
21,16,Deandre Ayton,C,25,POR,35,1121,16.4,.572,.000,.116,10.5,27.2,18.4,8.5,1.6,2.2,12.9,18.6,0.7,1.3,2.0,.086,-1.2,-0.2,-1.3,0.2
22,17,Udoka Azubuike,C,24,PHO,13,103,13.6,.652,.000,.500,13.1,21.0,17.3,4.0,0.0,5.1,13.0,13.0,0.1,0.1,0.3,.118,-2.5,-0.2,-2.8,0.0
23,18,Ibou Badji,C,21,POR,15,184,8.6,.636,.000,.353,10.5,17.6,13.8,8.0,0.5,9.3,39.8,7.6,0.0,0.2,0.2,.051,-7.8,2.4,-5.4,-0.2
24,19,Marvin Bagley III,C,24,TOT,35,685,18.4,.628,.038,.396,12.5,17.6,15.0,8.4,0.7,2.3,12.6,21.9,1.2,0.3,1.5,.104,0.2,-1.7,-1.5,0.1
25,19,Marvin Bagley III,C,24,DET,26,478,18.0,.638,.033,.337,10.6,17.3,13.9,8.7,0.5,2.4,12.2,20.9,0.9,0.2,1.0,.105,0.4,-1.6,-1.2,0.1
26,19,Marvin Bagley III,C,24,WAS,9,207,19.4,.610,.048,.524,16.8,18.3,17.5,7.9,1.1,1.9,13.4,24.3,0.3,0.1,0.4,.102,-0.2,-2.0,-2.1,0.0
27,20,Amari Bailey,PG,19,CHO,3,15,2.1,.317,.429,.286,14.2,0.0,7.5,9.4,0.0,0.0,11.3,25.7,-0.1,0.0,-0.1,-0.229,-6.4,-7.0,-13.3,0.0
29,21,Patrick Baldwin Jr.,SF,21,WAS,17,123,9.8,.540,.537,.293,6.0,25.6,15.6,7.4,0.4,2.0,11.5,17.9,0.0,0.1,0.1,.026,-3.7,-1.6,-5.4,-0.1
30,22,LaMelo Ball,PG,22,CHO,22,711,20.5,.561,.466,.246,4.3,14.0,8.9,42.1,2.7,0.5,15.0,33.7,0.5,0.4,1.0,.065,3.6,-0.6,2.9,0.9
31,23,Mo Bamba,C,25,PHI,30,310,17.8,.575,.260,.260,15.2,23.3,19.2,8.0,1.9,8.3,15.7,17.4,0.3,0.6,0.9,.139,-1.7,0.9,-0.8,0.1
32,24,Paolo Banchero,PF,21,ORL,53,1853,17.2,.541,.234,.414,3.7,19.2,11.4,24.3,1.5,1.4,12.4,29.6,0.6,2.7,3.3,.084,1.2,0.2,1.3,1.5
33,25,Desmond Bane,SG,25,MEM,37,1277,18.8,.597,.460,.201,2.8,12.2,7.3,28.1,1.4,1.4,11.6,28.8,1.5,1.3,2.8,.104,3.4,0.1,3.4,1.7
34,26,Dalano Banton,PG,24,TOT,25,196,9.2,.458,.323,.323,6.8,13.7,10.3,14.9,1.2,1.3,13.9,18.9,-0.1,0.2,0.1,.035,-5.1,0.2,-4.8,-0.1
35,26,Dalano Banton,PG,24,BOS,24,171,9.7,.468,.314,.392,7.8,13.6,10.8,14.2,1.4,1.5,14.3,17.6,0.0,0.2,0.2,.061,-5.1,0.6,-4.5,-0.1
36,26,Dalano Banton,PG,24,POR,1,25,5.4,.416,.357,.071,0.0,14.4,6.8,19.6,0.0,0.0,12.2,28.0,-0.1,0.0,-0.1,-0.143,-4.8,-2.5,-7.4,0.0
37,27,Dominick Barlow,PF,20,SAS,23,307,14.7,.531,.083,.405,11.4,18.3,14.8,11.5,1.4,3.4,4.8,14.2,0.5,0.3,0.7,.114,-1.5,-0.2,-1.7,0.0
38,28,Harrison Barnes,PF,31,SAC,52,1542,11.7,.623,.554,.255,3.0,8.0,5.5,5.4,1.2,0.5,6.8,15.0,2.0,0.9,2.9,.090,-0.8,-1.2,-2.0,0.0
39,29,Scottie Barnes,SG,22,TOR,53,1868,19.5,.572,.326,.275,7.0,18.5,12.7,24.8,1.7,3.7,12.9,24.6,2.4,2.0,4.4,.112,3.0,0.8,3.8,2.7
40,30,RJ Barrett,SG,23,TOT,43,1348,15.6,.568,.308,.332,3.0,15.9,9.4,14.2,0.8,1.1,9.8,25.6,1.2,1.2,2.3,.083,0.3,-1.4,-1.1,0.3
41,30,RJ Barrett,SG,23,NYK,26,766,14.2,.536,.335,.320,2.8,13.3,8.0,12.5,0.8,1.1,9.6,27.2,0.3,0.8,1.1,.069,-0.6,-1.6,-2.2,0.0
42,30,RJ Barrett,SG,23,TOR,17,582,17.6,.618,.266,.351,3.4,19.2,11.1,16.4,0.9,1.1,10.1,23.5,0.8,0.4,1.2,.102,1.4,-1.1,0.3,0.3
43,31,Charles Bassey,C,23,SAS,19,205,17.6,.739,.025,.150,11.9,28.5,20.1,14.1,1.8,7.1,26.0,11.8,0.3,0.3,0.6,.146,-2.0,3.0,1.0,0.2
44,32,Emoni Bates,SF,20,CLE,10,76,3.7,.348,.800,.080,1.5,12.8,7.3,9.8,0.6,2.4,3.7,15.3,-0.1,0.1,0.0,-0.013,-5.4,-0.7,-6.1,-0.1
45,33,Keita Bates-Diop,SF,28,TOT,40,601,11.3,.527,.424,.238,6.1,12.8,9.7,7.3,1.8,2.9,7.2,13.0,0.4,0.7,1.1,.086,-1.5,0.2,-1.2,0.1
46,33,Keita Bates-Diop,SF,28,PHO,39,597,11.3,.525,.427,.240,6.1,12.9,9.7,7.3,1.8,2.9,7.3,13.0,0.4,0.7,1.1,.085,-1.5,0.3,-1.3,0.1
47,33,Keita Bates-Diop,SF,28,BRK,1,4,17.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,.152,2.9,-1.1,1.8,0.0
48,34,Nicolas Batum,PF,35,TOT,34,846,11.5,.684,.719,.104,5.4,11.7,8.6,11.5,1.3,2.6,13.0,8.2,1.4,0.8,2.2,.126,0.0,0.7,0.7,0.6
49,34,Nicolas Batum,PF,35,LAC,3,54,9.7,.500,.875,.000,0.0,14.2,7.3,11.0,2.7,6.6,11.1,7.3,0.0,0.1,0.1,.098,-1.6,4.4,2.8,0.1
50,34,Nicolas Batum,PF,35,PHI,31,792,11.6,.695,.709,.110,5.8,11.5,8.6,11.6,1.2,2.4,13.1,8.2,1.4,0.7,2.1,.128,0.1,0.5,0.5,0.5
51,35,Bradley Beal,SG,30,PHO,29,975,14.7,.577,.312,.207,3.1,11.3,7.5,20.7,1.4,0.7,13.5,24.1,0.7,0.8,1.4,.071,-1.0,-1.5,-2.4,-0.1
52,36,Malik Beasley,SG,27,MIL,51,1507,11.1,.634,.730,.056,2.6,11.8,7.3,6.1,1.2,0.3,7.5,14.0,1.7,1.0,2.7,.085,-0.3,-0.8,-1.1,0.3
53,37,MarJon Beauchamp,SF,23,MIL,38,554,8.6,.576,.455,.168,4.1,13.1,8.7,6.6,0.9,0.9,13.5,13.6,0.1,0.4,0.5,.044,-2.8,-1.0,-3.8,-0.2
54,38,Jules Bernard,SG,24,WAS,6,28,3.6,.292,.667,.000,7.5,11.6,9.5,22.5,1.7,2.9,14.3,21.1,-0.1,0.0,-0.1,-0.152,-7.2,-1.2,-8.3,0.0
55,39,Dāvis Bertāns,PF,31,TOT,16,103,19.2,.705,.935,.484,2.3,10.6,6.5,12.4,2.4,2.7,2.6,16.3,0.4,0.1,0.5,.239,4.2,1.6,5.9,0.2
56,39,Dāvis Bertāns,PF,31,OKC,15,91,17.2,.675,.923,.577,2.6,9.4,6.2,12.2,1.6,3.1,3.0,16.0,0.3,0.1,0.4,.224,3.1,0.7,3.9,0.1
57,39,Dāvis Bertāns,PF,31,CHO,1,12,34.2,.900,1.000,.000,0.0,19.7,9.3,14.0,8.1,0.0,0.0,18.1,0.1,0.0,0.1,.354,12.7,8.3,21.0,0.1
58,40,Patrick Beverley,PG,35,TOT,48,931,11.5,.548,.455,.256,3.5,13.8,8.6,20.7,1.3,1.7,15.4,14.8,0.7,0.9,1.6,.083,-1.4,0.0,-1.4,0.1
59,40,Patrick Beverley,PG,35,PHI,47,919,11.5,.547,.452,.261,3.6,13.9,8.7,20.4,1.3,1.7,15.4,14.7,0.7,0.9,1.6,.083,-1.5,0.0,-1.5,0.1
60,40,Patrick Beverley,PG,35,MIL,1,12,14.8,.600,.600,.000,0.0,8.9,4.6,44.4,0.0,0.0,16.7,21.2,0.0,0.0,0.0,.131,3.8,-1.2,2.6,0.0
62,41,Saddiq Bey,SF,24,ATL,52,1693,13.2,.557,.524,.296,8.4,13.8,11.0,5.8,1.3,0.4,6.5,16.4,2.4,0.5,2.9,.082,0.2,-1.9,-1.8,0.1
63,42,Goga Bitadze,C,24,ORL,44,830,18.3,.643,.055,.392,13.3,21.9,17.5,11.5,1.6,7.0,13.1,12.7,1.7,1.6,3.4,.195,-0.1,2.9,2.7,1.0
64,43,Onuralp Bitim,SG,24,CHI,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.003,-7.4,-3.5,-10.8,0.0
65,44,Bismack Biyombo,C,31,MEM,30,718,9.9,.560,.000,.387,8.4,21.5,14.7,10.0,0.7,4.4,21.4,10.6,0.1,0.9,1.0,.069,-4.9,1.6,-3.3,-0.2
66,45,Anthony Black,PG,20,ORL,48,880,8.8,.587,.358,.347,3.1,10.8,6.9,11.8,1.4,1.8,17.2,12.0,0.3,1.1,1.4,.079,-3.7,1.1,-2.6,-0.1
67,46,Leaky Black,SF,24,CHO,22,218,9.9,.554,.385,.359,3.9,16.3,9.8,10.8,1.1,2.5,10.0,10.0,0.2,0.1,0.3,.057,-3.2,-0.4,-3.6,-0.1
68,47,Bogdan Bogdanović,SG,31,ATL,51,1478,14.8,.564,.598,.137,2.1,10.3,6.1,13.5,2.0,0.8,7.0,22.6,1.8,0.6,2.4,.079,0.9,-0.7,0.2,0.8
69,48,Bojan Bogdanović,PF-SF,34,TOT,29,954,13.7,.597,.490,.248,1.5,10.1,5.7,11.4,1.2,0.3,11.5,24.2,0.5,0.2,0.8,.038,0.1,-2.4,-2.3,-0.1
70,48,Bojan Bogdanović,PF,34,DET,28,921,13.9,.600,.487,.245,1.6,10.1,5.7,11.7,1.2,0.4,11.8,24.5,0.5,0.2,0.7,.037,0.3,-2.5,-2.2,0.0
71,48,Bojan Bogdanović,SF,34,NYK,1,33,7.0,.468,.600,.400,0.0,10.1,5.0,3.9,1.5,0.0,0.0,15.2,0.0,0.0,0.0,.059,-4.2,-1.5,-5.8,0.0
72,49,Bol Bol,PF,24,PHO,16,141,18.7,.727,.250,.150,9.5,24.6,17.5,8.2,1.4,5.6,17.4,15.9,0.3,0.2,0.5,.162,0.1,1.4,1.6,0.1
73,50,Marques Bolden,C,25,MIL,2,3,3.1,,,,0.0,71.0,36.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.099,-7.9,2.3,-5.6,0.0
74,51,Devin Booker,PG,27,PHO,43,1553,22.8,.619,.305,.356,2.3,12.1,7.5,32.0,1.2,1.0,10.2,30.3,4.8,1.3,6.1,.187,4.3,-1.0,3.3,2.1
75,52,Brandon Boston Jr.,SF,22,LAC,14,105,10.7,.506,.340,.200,7.9,7.3,7.6,6.7,0.9,1.7,8.4,24.7,0.0,0.1,0.1,.029,-4.1,-3.2,-7.3,-0.1
76,53,Chris Boucher,PF,31,TOR,45,630,15.3,.604,.444,.399,9.3,23.1,16.1,4.1,1.0,2.8,8.6,17.4,0.9,0.6,1.5,.115,-0.7,-1.4,-2.1,0.0
77,54,James Bouknight,SG,23,CHO,14,81,15.7,.597,.732,.049,1.3,11.7,6.2,11.9,0.6,1.1,4.6,23.5,0.1,0.0,0.1,.058,4.2,-2.3,1.9,0.1
78,55,Jamaree Bouyea,PG,24,POR,6,57,-4.8,.238,.381,.000,3.7,16.9,9.9,19.4,0.0,0.0,27.6,21.7,-0.4,0.0,-0.4,-0.300,-13.1,-4.8,-17.9,-0.2
79,56,Malaki Branham,PG,20,SAS,48,969,7.8,.501,.406,.078,1.8,9.0,5.3,15.5,0.9,0.4,12.9,18.5,-0.8,0.3,-0.6,-0.028,-4.2,-2.2,-6.4,-1.1
80,57,Christian Braun,SG,22,DEN,53,1000,11.3,.544,.315,.295,4.9,15.4,10.2,9.5,0.9,1.7,9.5,16.4,0.6,1.0,1.6,.078,-2.2,-0.7,-2.9,-0.2
81,58,Mikal Bridges,SF,27,BRK,52,1834,16.0,.574,.407,.281,2.5,12.8,7.5,16.0,1.3,1.1,10.6,25.7,1.6,1.3,2.9,.077,1.2,-1.1,0.2,1.0
82,59,Miles Bridges,SF,25,CHO,41,1520,16.0,.565,.372,.180,2.6,19.8,10.8,14.3,1.3,1.4,9.3,24.8,0.7,0.7,1.4,.044,0.5,-1.3,-0.8,0.4
83,60,Oshae Brissett,SF,25,BOS,34,371,13.4,.562,.404,.457,10.5,16.9,13.8,8.0,1.7,0.5,8.9,14.4,0.6,0.6,1.1,.148,-1.5,0.8,-0.7,0.1
85,61,Malcolm Brogdon,PG,31,POR,39,1121,16.9,.560,.401,.234,2.7,12.9,7.5,31.0,1.2,0.6,9.9,23.1,1.8,0.7,2.5,.107,2.6,-0.7,1.9,1.1
86,62,Armoni Brooks,PG,25,BRK,10,104,8.1,.448,.696,.043,7.0,11.7,9.3,6.6,0.5,0.9,6.0,20.5,-0.1,0.0,0.0,-0.020,-2.1,-3.6,-5.8,-0.1
87,63,Dillon Brooks,SF,28,HOU,43,1341,10.2,.574,.442,.210,2.4,9.1,5.8,7.5,1.4,0.4,10.5,18.6,0.5,1.5,1.9,.070,-3.0,0.2,-2.9,-0.3
88,64,Bruce Brown,SG-PG,27,TOT,45,1288,11.8,.557,.303,.235,3.4,15.1,9.2,11.8,1.7,1.0,10.6,16.6,0.8,0.8,1.6,.061,-2.1,-0.7,-2.8,-0.3
89,64,Bruce Brown,SG,27,IND,33,981,12.1,.568,.322,.261,2.9,15.2,9.0,12.4,1.7,0.6,10.5,16.6,0.8,0.5,1.4,.067,-1.8,-0.6,-2.3,-0.1
90,64,Bruce Brown,PG,27,TOR,12,307,10.9,.521,.242,.152,4.9,14.7,9.7,10.1,1.7,2.0,11.0,16.6,0.0,0.3,0.3,.042,-3.3,-0.9,-4.3,-0.2
91,65,Charlie Brown Jr.,SG,26,NYK,5,29,-2.7,.333,.667,.000,3.8,3.8,3.8,0.0,0.0,6.4,18.2,16.2,-0.1,0.0,-0.1,-0.123,-10.7,-2.8,-13.5,-0.1
92,66,Greg Brown III,PF,22,DAL,6,40,10.4,.501,.273,.818,8.2,16.6,12.4,13.0,0.0,8.8,21.1,20.2,-0.1,0.0,0.0,-0.009,-4.8,0.5,-4.3,0.0
93,67,Jaylen Brown,SF,27,BOS,49,1633,17.7,.577,.329,.240,3.7,13.5,8.8,17.6,1.6,1.5,11.4,27.8,1.5,2.3,3.8,.112,0.4,0.1,0.5,1.0
94,68,Kendall Brown,SG,20,IND,5,20,14.0,.579,.167,1.000,11.5,0.0,5.7,12.1,0.0,0.0,0.0,18.0,0.1,0.0,0.1,.153,-0.1,-2.3,-2.4,0.0
95,69,Kobe Brown,PF,24,LAC,31,274,5.8,.477,.639,.033,3.9,13.2,8.7,7.6,1.1,1.0,7.5,10.6,0.0,0.3,0.3,.050,-4.5,0.3,-4.2,-0.2
96,70,Moses Brown,C,24,POR,9,82,12.9,.395,.000,.190,23.5,41.1,31.7,3.5,1.2,3.3,14.9,13.9,0.0,0.1,0.1,.048,-4.8,-2.3,-7.1,-0.1
97,71,Troy Brown Jr.,SF,24,TOT,38,429,11.7,.606,.724,.195,4.0,15.1,9.9,11.8,0.9,0.4,11.9,15.6,0.5,0.6,1.1,.121,-0.2,0.7,0.5,0.3
98,71,Troy Brown Jr.,SF,24,MIN,37,410,11.6,.603,.712,.186,4.2,15.2,10.1,11.7,1.0,0.4,12.4,15.7,0.4,0.6,1.0,.119,-0.3,0.6,0.4,0.2
99,71,Troy Brown Jr.,SF,24,DET,1,19,13.6,.680,1.000,.400,0.0,12.1,5.9,13.7,0.0,0.0,0.0,13.1,0.1,0.0,0.1,.153,1.8,1.7,3.5,0.0
100,72,Jalen Brunson,PG,27,NYK,50,1791,22.2,.597,.320,.308,1.8,10.2,6.0,30.2,1.3,0.5,9.1,30.1,5.4,1.8,7.1,.191,5.2,-0.2,4.9,3.2
101,73,Thomas Bryant,C,26,MIA,25,259,15.1,.611,.052,.286,10.7,23.1,16.8,8.9,1.1,1.9,14.8,17.4,0.3,0.4,0.6,.119,-2.3,-0.5,-2.8,-0.1
102,74,Kobe Bufkin,SG,20,ATL,4,22,7.3,.394,.750,.250,9.5,20.4,14.7,5.6,0.0,0.0,0.0,16.5,0.0,0.0,0.0,-0.002,-2.9,-4.1,-7.0,0.0
103,75,Reggie Bullock,SF,32,HOU,22,206,8.5,.590,.766,.021,1.6,15.7,8.7,6.4,0.9,0.9,9.5,10.9,0.1,0.2,0.3,.080,-2.1,0.2,-1.9,0.0
104,76,Alec Burks,SG,32,TOT,44,923,15.0,.585,.605,.329,1.9,11.9,6.8,10.8,1.1,1.0,6.8,23.6,1.4,0.3,1.7,.087,1.4,-1.8,-0.4,0.4
105,76,Alec Burks,SG,32,DET,43,901,14.9,.581,.608,.330,2.0,12.0,6.9,10.8,1.1,1.0,6.4,23.3,1.4,0.3,1.6,.086,1.3,-1.7,-0.5,0.3
106,76,Alec Burks,SG,32,NYK,1,22,21.7,.698,.500,.286,0.0,10.1,5.0,8.2,0.0,0.0,16.0,36.4,0.0,0.0,0.0,.106,5.2,-3.3,1.9,0.0
107,77,Jared Butler,SG,23,WAS,17,128,21.0,.689,.480,.300,0.0,9.3,4.6,35.5,2.9,1.3,15.0,21.9,0.4,0.1,0.4,.168,3.1,0.6,3.6,0.2
108,78,Jimmy Butler,PF,34,MIA,37,1254,22.4,.631,.169,.601,6.6,11.7,9.1,21.7,1.9,0.9,9.1,24.3,4.0,1.5,5.5,.211,4.2,0.4,4.6,2.1
109,79,Jamal Cain,PF,24,MIA,14,209,11.5,.538,.379,.288,6.4,9.4,7.8,2.1,2.1,1.9,5.1,16.6,0.1,0.3,0.4,.083,-2.6,0.1,-2.5,0.0
110,80,Kentavious Caldwell-Pope,SG,30,DEN,49,1587,10.2,.584,.485,.226,1.5,6.5,4.1,9.0,2.1,1.2,10.3,13.1,1.2,1.6,2.8,.083,-2.6,0.5,-2.1,0.0
112,81,Toumani Camara,PF,23,POR,51,1212,9.4,.511,.414,.231,8.2,14.9,11.3,5.7,2.1,1.7,14.9,14.0,-0.3,1.2,0.9,.035,-4.2,0.2,-4.0,-0.6
113,82,Clint Capela,C,29,ATL,47,1209,20.8,.595,.000,.332,19.4,25.1,22.2,5.3,1.1,5.2,8.1,16.7,3.0,1.1,4.1,.164,1.2,-1.2,0.0,0.6
114,83,Jevon Carter,PG,28,CHI,50,680,7.9,.479,.642,.019,0.8,5.2,3.0,12.2,1.8,1.8,9.2,19.0,-0.6,0.6,0.0,-0.002,-3.6,-0.6,-4.3,-0.4
115,84,Wendell Carter Jr.,C,24,ORL,27,704,14.9,.628,.372,.348,8.1,20.9,14.4,9.1,0.9,1.7,11.5,16.5,1.1,1.0,2.1,.142,0.2,0.1,0.3,0.4
116,85,Alex Caruso,SG,29,CHI,46,1248,14.5,.626,.604,.216,4.0,12.1,7.9,14.3,2.5,4.5,15.1,14.9,1.4,1.7,3.1,.120,0.1,2.2,2.3,1.3
117,86,Colin Castleton,C,23,LAL,5,32,19.1,.743,.000,.444,14.4,16.7,15.6,13.3,0.0,0.0,8.5,15.8,0.1,0.0,0.2,.238,0.2,-1.8,-1.7,0.0
118,87,Malcolm Cazalon,SG,22,DET,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.018,-6.0,-3.1,-9.1,0.0
119,88,Julian Champagnie,SF,22,SAS,46,767,10.8,.565,.721,.205,3.5,12.8,8.0,8.8,1.7,2.9,11.2,14.7,0.2,0.6,0.8,.050,-1.7,-0.4,-2.1,0.0
120,89,Max Christie,SG,20,LAL,43,740,7.6,.539,.486,.200,1.6,14.9,8.5,7.4,1.0,1.7,13.3,13.5,-0.3,0.7,0.4,.024,-4.1,-0.4,-4.5,-0.5
121,90,Sidy Cissoko,SF,19,SAS,5,32,5.4,.387,.667,.667,0.0,20.7,10.1,0.0,4.4,0.0,11.4,11.5,-0.1,0.0,0.0,-0.015,-9.3,0.4,-8.9,-0.1
122,91,Jordan Clarkson,SG,31,UTA,43,1289,12.4,.522,.376,.250,3.4,8.8,6.2,23.9,0.9,0.3,14.2,26.7,-0.1,0.3,0.3,.010,-1.4,-3.1,-4.5,-0.8
123,92,Nic Claxton,C,24,BRK,42,1245,19.7,.629,.011,.301,10.4,27.5,18.7,9.2,1.1,7.0,10.6,15.9,2.3,1.9,4.2,.162,0.1,1.5,1.6,1.1
124,93,Noah Clowney,PF,19,BRK,6,61,16.9,.703,.222,.333,10.3,10.9,10.6,9.5,0.0,1.5,12.7,16.6,0.2,0.0,0.2,.150,0.3,-2.3,-1.9,0.0
125,94,Amir Coffey,SF,26,LAC,39,686,11.5,.699,.500,.273,2.2,8.0,5.2,5.4,1.3,0.8,8.2,11.6,1.2,0.5,1.8,.122,-0.9,-0.2,-1.1,0.2
126,95,John Collins,PF,26,UTA,49,1360,16.1,.604,.322,.213,8.9,23.0,16.0,5.5,1.0,2.6,10.2,19.8,1.7,1.2,2.9,.104,-0.3,-1.2,-1.5,0.2
127,96,Zach Collins,C,26,SAS,41,1000,13.0,.562,.339,.258,7.7,16.6,12.1,18.4,1.0,2.4,16.9,21.6,0.0,0.7,0.7,.034,-2.5,-0.7,-3.2,-0.3
128,97,Mike Conley,PG,36,MIN,47,1373,15.3,.620,.651,.155,1.3,9.2,5.5,30.5,1.6,0.6,10.9,14.7,3.4,2.1,5.4,.190,2.0,1.4,3.4,1.9
129,98,Pat Connaughton,SF,31,MIL,47,995,9.5,.605,.711,.147,3.4,12.7,8.2,10.9,1.0,0.7,12.1,10.2,1.0,0.7,1.7,.081,-1.2,-0.1,-1.3,0.2
130,99,Bilal Coulibaly,SF,19,WAS,51,1369,9.1,.561,.412,.300,3.3,13.0,8.1,8.3,1.5,2.3,16.1,14.1,-0.3,0.7,0.4,.014,-3.6,-0.5,-4.1,-0.7
131,100,Ricky Council IV,SG,22,PHI,12,95,24.9,.645,.190,.833,10.4,12.9,11.6,3.2,1.0,0.0,1.7,26.1,0.4,0.1,0.5,.254,4.9,-1.8,3.0,0.1
133,101,Robert Covington,SF-PF,33,TOT,29,488,13.4,.580,.571,.265,7.0,15.0,11.0,6.1,3.9,3.3,9.1,10.5,0.6,0.9,1.5,.143,-1.1,3.2,2.1,0.5
134,101,Robert Covington,PF,33,LAC,3,69,10.5,.455,.889,.222,3.4,9.5,6.6,11.9,4.3,2.6,0.0,6.2,0.1,0.1,0.2,.131,-2.3,4.5,2.1,0.1
135,101,Robert Covington,SF,33,PHI,26,419,13.9,.593,.539,.270,7.6,15.9,11.7,5.2,3.8,3.4,9.9,11.2,0.5,0.8,1.3,.145,-0.8,2.9,2.1,0.4
136,102,Torrey Craig,SF,33,CHI,31,645,11.0,.548,.577,.160,9.1,16.2,12.6,6.4,1.5,2.1,9.7,12.6,0.6,0.7,1.3,.095,-2.2,-0.2,-2.3,0.0
